Name,subtask_reference_id
"Confirm appropriate guidelines are in place with regard to cryptographic protections in the <a href=""https://app.heylaika.com/policies"" target=""blank"">Information Security Policy</a>.",710f3711-62e4-41f4-819c-8b6e98c40fec
Confirm appropriate guidelines are in place with regard to cryptographic protections in the Information Security Policy.,710f3711-62e4-41f4-819c-8b6e98c40fec
"Confirm appropriate guidelines are in place with regard to endpoint security and Bring Your Own Device (BYOD) in the <a href=""https://app.heylaika.com/policies-beta"" target=""blank"">Information Security Policy</a>.",
"Confirm appropriate guidelines are in place with regard to endpoint security in the <a href=""https://app.heylaika.com/policies"" target=""blank"">Information Security Policy</a>.",40539615-ba55-4d93-85ba-1d6520336c97
"Confirm appropriate guidelines are in place with regard to password strength and shared credential management in the <a href=""https://app.heylaika.com/policies-beta"" target=""blank"">Information Security Policy</a>.",d8fcc588-23e9-4aa0-8c08-1eca2eece9f0
"Confirm appropriate guidelines are in place with regard to password strength and shared credential management in the <a href=""https://app.heylaika.com/policies"" target=""blank"">Information Security Policy</a>.",d8fcc588-23e9-4aa0-8c08-1eca2eece9f0
"Confirm appropriate guidelines are in place with regard to password strength and shared credential management in the Information Security Policy. Additionally, ensure that in-scope systems that contain production data or sensitive information passwords meet all of the password attributes documented in the Information Security Policy.",d8fcc588-23e9-4aa0-8c08-1eca2eece9f0
"Confirm appropriate guidelines are in place with regard to physical and environmental security in the <a href=""https://app.heylaika.com/policies"" target=""blank"">Information Security Policy</a>.",733ad474-68a9-41f4-82ed-83a31042a956
"Confirm appropriate guidelines are in place with regard to role and access management in the <a href=""https://app.heylaika.com/policies"" target=""blank"">Information Security Policy</a>.",43655521-b636-4107-bd9f-25082086fa47
"Confirm appropriate guidelines are in place with regard to secure software in the <a href=""https://app.heylaika.com/policies"" target=""blank"">Information Security Policy</a>.",
"Confirm appropriate guidelines are in place with regard to the Business Code of Conduct and employee benefits in the <a href=""https://app.heylaika.com/policies-beta"" target=""blank"">Employee Handbook</a>.",
"Confirm that E-sign disclosure and consent is displayed as part of the consumer loan application. (<a href=""https://app.heylaika.com/documents"" target=""blank"">Laika template available</a>).",
Confirm that TCPA consent is displayed as part of the consumer loan application.,
"Confirm the organization does not hold any user credentials in non-encrypted form. A strong hashing mechnism with salt or trusted 3rd party authentication vendor is recommended. For more information, see How-to Guide.",40ed9dac-792d-4631-8333-c43895bb2336
"Confirm the organization does not hold any user credentials in non-encrypted form. A strong hashing mechnism with salt or trusted 3rd party authentication vendor is recommended. For more information, see Overview.",40ed9dac-792d-4631-8333-c43895bb2336
Create a Board of Directors in the notes section (Annie and Hagit agreed process),
"Create a Board of Directors using (<a href=""https://app.heylaika.com/organization/teams"" target=""blank"">Laika Teams</a>).",661308e4-c159-474c-b5cf-78305a31975e
"Create a Business Continuity and Disaster Recovery Team using (<a href=""https://app.heylaika.com/organization?activeTab=teams"" target=""blank"">Laika Teams</a>). Record the team members' information responsible for carrying out the team's duties, and record meeting minutes/notes as the team meets. Upload the Business Continuity and Disaster Recovery Team Log as evidence to this task. The log can be added via the Add Evidence button and selecting ""Laika Logs"".",32c6507e-4fd5-4ddd-a390-5530e75617db
"Create a Business Continuity and Disaster Recovery Team using (<a href=""https://app.heylaika.com/organization/teams"" target=""blank"">Laika Teams</a>). Review the charter provided, record the team members' information responsible for carrying out the team's duties, and record meeting minutes/notes as the team meets. Upload the Business Continuity and Disaster Recovery Team Log as evidence to this task. The log can be added via the Add Evidence button and selecting ""Laika Logs"".",32c6507e-4fd5-4ddd-a390-5530e75617db
"Create a complaint handling procedures. (<a href=""https://app.heylaika.com/documents"" target=""blank"">Laika template available</a>).",9c8ea93e-0320-49a0-a0b9-1d11bf1eda54
"Create a Credit Freeze Handling procedure. (<a href=""https://app.heylaika.com/documents"" target=""blank"">Laika template available</a>).",
"Create a Data Management Board charter/roster headed by a Chief Privacy Officer using (<a href=""https://app.heylaika.com/organization/teams"" target=""blank"">Laika Teams</a>).",6495b939-6812-4627-9e89-990926d158f8
"Create a Military Lending Act procedure. (<a href=""https://app.heylaika.com/documents"" target=""blank"">Laika template available</a>).",
"Create a Privacy Committee charter/roster headed by a Chief Privacy Officer (<a href=""https://app.heylaika.com/documents"" target=""blank"">Laika template available</a>) and record the employees' information responsible for carrying out the Privacy Program.",6495b939-6812-4627-9e89-990926d158f8
"Create a Privacy Committee using (<a href=""https://app.heylaika.com/organization?activeTab=teams"" target=""blank"">Laika Teams</a>). Record the team members' information responsible for carrying out the team's duties, and record meeting minutes/notes as the team meets.",ee66bed2-26fb-4b72-afa4-6420a4b55124
"Create a Privacy Committee using (<a href=""https://app.heylaika.com/organization/teams"" target=""blank"">Laika Teams</a>). Review the charter provided, record the team members' information responsible for carrying out the team's duties, and record meeting minutes/notes as the team meets.",ee66bed2-26fb-4b72-afa4-6420a4b55124
"Create a SCRA procedure. (<a href=""https://app.heylaika.com/documents"" target=""blank"">Laika template available</a>).",
"Create an employee offboarding checklist (<a href=""https://app.heylaika.com/documents"" target=""blank"">Laika template available</a>).",e4c54c08-eabc-4c9f-a624-80bc36f154ff
"Create an employee onboarding checklist (<a href=""https://app.heylaika.com/documents"" target=""blank"">Laika template available</a>).",e4c54c08-eabc-4c9f-a624-80bc36f154ff
"Create an Incident Response Team using (<a href=""https://app.heylaika.com/organization?activeTab=teams"" target=""blank"">Laika Teams</a>). Record the team members' information responsible for carrying out the team's duties, and record meeting minutes/notes as the team meets. Upload the Incident Response Team Log as evidence to this task. The log can be added via the Add Evidence button and selecting ""Laika Logs"".",6f8bf046-93a9-4414-9371-a9d4a724cb5a
"Create an Incident Response Team using (<a href=""https://app.heylaika.com/organization?activeTab=teams"" target=""blank"">Laika Teams</a>). Review the charter provided, record the team members' information responsible for carrying out the team's duties, and record meeting minutes/notes as the team meets.",6f8bf046-93a9-4414-9371-a9d4a724cb5a
"Create an Incident Response Team using (<a href=""https://app.heylaika.com/organization/teams"" target=""blank"">Laika Teams</a>). Review the charter provided, record the team members' information responsible for carrying out the team's duties, and record meeting minutes/notes as the team meets. Upload the Incident Response Team Log as evidence to this task. The log can be added via the Add Evidence button and selecting ""Laika Logs"".",6f8bf046-93a9-4414-9371-a9d4a724cb5a
"Create an independent Risk Committee using (<a href=""https://app.heylaika.com/organization?activeTab=teams"" target=""blank"">Laika Teams</a>). Record the team members' information responsible for carrying out the team's duties, and record meeting minutes/notes as the team meets.",0f8fc0f5-eae8-42e9-b8a2-7c2d29067c48
"Create an independent Risk Committee using (<a href=""https://app.heylaika.com/organization/teams"" target=""blank"">Laika Teams</a>). Review the charter provided, record the team members' information responsible for carrying out the team's duties, and record meeting minutes/notes as the team meets.",0f8fc0f5-eae8-42e9-b8a2-7c2d29067c48
"Create and upload a company Personnel and Data Classification Schema (<a href=""https://app.heylaika.com/documents"" target=""blank"">Personnel and Data Classification Schema</a>). The Schema segregates company data into tiered classification levels and assigns a owner for each tier. For more information and recommendations, see How-to Guide.",072b9db7-5866-46ed-9818-d3cd4170c004
"Create and upload a company Personnel and Data Classification Schema (<a href=""https://app.heylaika.com/documents"" target=""blank"">Personnel and Data Classification Schema</a>). The Schema segregates company data into tiered classification levels and assigns a owner for each tier. Include Privelaged Accounts, what data they have access to, and which employees have access to these accounts as well. For more information and recommendations, see How-to Guide.",a1121e7e-12f2-4bbf-8c93-882b871e0fdc
"Create and upload a Network Architecture Diagram that shows where company data is processed and stored, what endpoints are involved, and what protections are in place. For more information and recommendations, see How-to Guide.",d6e6871f-6b79-4591-8b35-ccd443320816
"Create and upload a Network Architecture Diagram that shows where company data is processed and stored, what endpoints are involved, and what protections are in place. For more information and recommendations, see Overview.",d6e6871f-6b79-4591-8b35-ccd443320816
"Create and upload an organizational hierarchy chart with job descriptions for critical positions. For tool recommendations, see How-to Guide.",eb4986da-0236-483c-8873-f515a87dce84
"Create and upload an organizational hierarchy chart with job descriptions for critical positions. For tool recommendations, see Overview and Resources pages.",eb4986da-0236-483c-8873-f515a87dce84
"Create and upload Dataflow Diagrams that show where sensitive and scoped data is received, processed, stored, transmitted, and then destroyed. For more information and recommendations, see How-to Guide.",29136b4a-cc10-49b3-b0df-441a8439ea87
"Create and upload Dataflow Diagrams that show where sensitive and scoped data is received, processed, stored, transmitted, and then destroyed. For more information and recommendations, see Overview.",29136b4a-cc10-49b3-b0df-441a8439ea87
"Create and upload documentation describing the borrower onboarding process.
 - What information is the borrower required to provide? How do they provide it?
 - What role do outside parties play in completing this process (i.e. Financial Advisors / Lenders)?
 - Are there any approvals or acknowledgements required from the borrower before proceeding?
 - How does this process vary if loans are being transferred from a different bank?",
"Create and upload documentation describing the disbursement, settlement, and collections processes and procedures.",
"Create and upload documentation describing the loan collateral protection processes and procedures.
 - Loan cannot be funded until collateral is secured
 - Overlending is prevented
 - Changes to the loan are communicated appropriately and in a timely manner",
"Create, maintain, and upload a Firewall Configuration List, (<a href=""https://app.heylaika.com/documents"" target=""blank"">Firewall Standard</a>), that includes the business justification and documented approval for all services, protocols and ports permitted, and that all other traffic is denied by default (accomplished through bitdefender, Azure and GSuite to some extent)",bcb6adbc-5979-4ec0-ab15-d70272b9ce9c
Designate a BSA/AML Compliance Officer,
Develop a BSA/AML risk assessment,
Develop and document a Testing process that include data validation checkpoints for accuracy and timeliness,e7da2743-86ff-4f0b-97c8-10ee9a181eac
Display credit freeze notification as part of the consumer loan application process.,
"Document and upload an example contract or contract template (MSA, EULA, Terms of Service, etc.) your organization has with customers detailing your commitments.",53b2e258-98a1-4feb-96e5-a6ef1f469ba2
"Document and upload your organization's contractual obligations to third-parties as Service Level Agreements (<a href=""https://app.heylaika.com/documents"" target=""blank"">SLAs, RPOs, RTOs</a>).",
"Document business justification rationale, risk details, and vendor status for each vendor by filling in the appropriate fields on the (<a href=""https://app.heylaika.com/vendors"" target=""blank"">Laika Vendor Module</a>).",18562077-5f90-4f58-808b-515c9f637f15
"Document data validation process demonstrating how data, coming from the dispensary point of sale system, is validated for data quality and integrity.(evidence) If there is a process where invalid data is sent back to the dispensary for remediation, upload evidence of that workflow. (Processing Integrity Control) (Process flow diagram that shows how this moves- brief outline )",
Document system outputs from the in-scope transactional system is focused on accuracy.,c64c0561-73ab-4e27-a5c1-d7554031aff4
Document that system output from in scope systems is transactional in nature and focused on accuracy.,c64c0561-73ab-4e27-a5c1-d7554031aff4
Document third party data validation service flow into Saphe Compliance Platform (via API).,
"Document workflow in which legislation or rules surrounding a change in cannabis compliance are ingested, reviewed and approved for applicability prior to being loaded to the Compliance Rules Engine. (Processing Integrity Control)",
E - Electronic Funds Transfer Act (Reg E),
Electronic Signatures in Global and National Commercial Act (E-sign Act),
Enable Multi-factor authentication if it is available on the new system.,94f1259b-2c70-457c-8e6f-6515d7eb7b10
"Enable Multi-factor authentication on all major IT systems and upload screenshots of MFA in place, including but not limited to email providers, file sharing systems, CRMs, cloud service providers and communication tools. In addition, ensure the <a href=""https://app.heylaika.com/lob/default"" target=""blank"">Laika Objects Users</a> table correctly reflects the MFA settings of each user.",94f1259b-2c70-457c-8e6f-6515d7eb7b10
"Enable Multi-factor authentication on all major IT systems, including but not limited to email providers, file sharing systems, CRMs, cloud service providers and communication tools.",94f1259b-2c70-457c-8e6f-6515d7eb7b10
"Encypt all ePHI / PII and sensitive data in transit. We suggest starting by examing all channels through which sensitive data is transmitted (http, ftp, email, fax) and implement appropriate encryption mechanism. For more information, see How-to Guide.",05a8d1cc-8334-410d-b46a-81d5eb42614d
"Encypt all ePHI / PII and sensitive data in transit. We suggest starting by examing all channels through which sensitive data is transmitted (http, ftp, email, fax) and implement appropriate encryption mechanism. For more information, see Overview.",05a8d1cc-8334-410d-b46a-81d5eb42614d
"Encypt ePHI / PII and sensitive data at rest. We suggest starting by examing all places where sensitive data is stored (local and remote databases, file systems) and implement appropriate encryption mechanism. For more information, see How-to Guide.",1b5d7a4c-695c-4028-800c-40497c1c9c09
"Encypt ePHI / PII and sensitive data at rest. We suggest starting by examing all places where sensitive data is stored (local and remote databases, file systems) and implement appropriate encryption mechanism. For more information, see Overview.",1b5d7a4c-695c-4028-800c-40497c1c9c09
"Encypt sensitive data at rest. Start by examing all places where sensitive data is stored (local and remote databases, file systems) and implement appropriate encryption mechanism. For more information, see How-to Guide.",adf335d1-b626-45c3-bc2b-d6b24e77da37
"Encypt sensitive data at rest. We suggest starting by examing all places where sensitive data is stored (local and remote databases, file systems) and implement appropriate encryption mechanism. For more information, see How-to Guide.",adf335d1-b626-45c3-bc2b-d6b24e77da37
"Encypt sensitive data in transit. We suggest starting by examing all channels through which sensitive data is transmitted (http, ftp, email, fax) and implement appropriate encryption mechanism. For more information, see How-to Guide.",461d35e8-5204-4405-9117-b62eb009866f
"Enforce strong passwords. Refer to <a href=""https://app.heylaika.com/policies-beta"" target=""blank"">Information Security Policy, Section 5.4 ""Password Policy""</a>.",63244f12-2854-4661-909b-95b5098b58e7
"Ensure a counteroffer notice is properly displayed to the consumer in the loan application process, when applicable. (<a href=""https://app.heylaika.com/documents"" target=""blank"">Laika template available</a>).",
"Ensure a notice is issues to the consumer, if their loan is denied. (<a href=""https://app.heylaika.com/documents"" target=""blank"">Laika template available</a>).",
"Ensure additional document requests are made to the consumers, when applicable during the loan application process. (<a href=""https://app.heylaika.com/documents"" target=""blank"">Laika template available</a>).",
"Ensure all workstations and mobile devices (organization issued or BYOD) that have access to organization data have password set up and are properly recorded and marked in the <a href=""https://app.heylaika.com/lob/default"" target=""blank"">Laika Objects Asset Inventory</a>",c594d0e3-b463-4088-8fcf-a7a27d3f9793
Ensure all workstations and mobile devices (organization issued or BYOD) that have access to organization data have password set up.,c594d0e3-b463-4088-8fcf-a7a27d3f9793
"Ensure an approval notice is properly displayed to the laon applicants, when applicable. (<a href=""https://app.heylaika.com/documents"" target=""blank"">Laika template available</a>).",
"Ensure company executives & loan servicers are aware of guidance around <a href=""https://www.ffiec.gov/pdf/authentication_guidance.pdf"" target=""blank"">Authentication in an Internet Banking Environment</a>.",
"Ensure company executives & loan servicers are aware of regulatory guidance around <a href=""https://www.govinfo.gov/content/pkg/CFR-2005-title28-vol2/pdf/CFR-2005-title28-vol2-part58.pdf"" target=""blank"">Bankcruptcy Act </a>.",
"Ensure consumer would recieve confirmation if they choose to withdraw their application. (<a href=""https://app.heylaika.com/documents"" target=""blank"">Laika template available</a>).",
Ensure that at least 12 months history of your organization's static code analysis reports are being retained (5/15/20 - 5/15/21).,c742af0b-7dde-42c5-a6c4-634d6a5dcde6
Ensure that at least 6 months history of your organization's static code analysis reports are being retained.,c742af0b-7dde-42c5-a6c4-634d6a5dcde6
Ensure that at least 6 months history of your organization's static code analysis reports are being retained. (In Github),c742af0b-7dde-42c5-a6c4-634d6a5dcde6
"Ensure that CAN-SPAM consent is displayed as part of the consumer loan application process. (<a href=""https://app.heylaika.com/documents"" target=""blank"">Laika template available</a>).",
"Ensure that changes to production or release management procedure includes, proof of filing the ticket, QA or testing of change and approval of change. (<a href=""https://app.heylaika.com/documents"" target=""blank"">Change Management Procedure template available</a>).",
Ensure that the responsibilities of 'Peach' throughout these processes are clearly documented/communicated and that the associated risks are addressed by management. Refer to the 'Third-Party Management' task for additional information.,
"Ensure that your monitoring software is notifying your team every time a system performance, capacity, or changing resource utilization alert is triggered.",f37b28b0-58c0-4ecc-b7d7-2fe2aea91bb7
Ensure that your organization's incident alert system is notifying your team every time an alert is triggered. Set up an incident alert system to monitor production app environment for software or systems operated by your organization.,435c1c02-0f9f-432e-af23-093251dd5736
Ensure tools for monitoring & logging user activity and suspicious behavior are active within your organization's environment,0c9d6cae-0e9b-4ba4-b0f7-24005e84294a
"Ensure tools for monitoring system performance, capacity, and changing resource utilization needs are active within your organization's environment",0c9d6cae-0e9b-4ba4-b0f7-24005e84294a
"Establish (<a href=""https://app.heylaika.com/policies"" target=""blank"">Regulation E Error Resolution Guideline</a>) procedures.",
"Establish a (<a href=""https://app.heylaika.com/policies"" target=""blank"">Regulation E policy</a>).",
Establish a BSA/AML Compliance Policy,
Establish a BSA/AML training program,
Establish a customer verification process as part of the Customer Identification Program,
Establish a policy to comply with the savings portion of Reg D,
Establish a process to convert savings to money market accounts to DDAs,
Establish a process to ensure that checks are being held for the correct number of days depending on the situation,
Establish a process to ensure that the disclosure portions of Reg E are followed,
Establish a process to ensure UDAAP compliance,
Establish a process to provide adequate customer notice,
Establish a program to comply with the advertising portions of Reg DD,
Establish a program to comply with the statement portion of Reg DD,
Establish a program to ensure compliance with the disclosure portions of Reg DD,
Establish a program to ensure compliance with the federal benefits garnishment statutes,
Establish a program to ensure that the disclosure portions of Reg CC are followed,
Establish a program to ensure that UDAAP is properly trained to all personel who are covered under the reg,
Establish a quarterly cadence for the Privacy Committee to meet and assign an individual to take meeting minutes.,561a6e44-7ebc-4a2a-af2c-1e7e79640b7f
Establish a quarterly cadence for the Risk Committee to meet and assign an individual to take meeting minutes.,93121ee3-4112-4c06-a477-40787db96eae
Establish account opening procedures for Customer Identification Program,
Establish Customer Due Diligence (CDD) procedures,
Establish Customer Identification Procedures,
Establish OFAC procedures for identifying suspect accounts and transactions,
Establish OFAC procedures for new accounts,
Establish OFAC procedures for updating OFAC lists,
"Establish procedures to identify, monitor and report suspicious activity",0c9d6cae-0e9b-4ba4-b0f7-24005e84294a
Establish process so consumers are able to easily opt in or out for overdraft protection,
Establish process to ensure that error resolution portions of the regulation are followed,
Establish process to ensure that the periodic statement portion of the regulation is followed,
Establish program to ensure compliace with CAN-SPAM,
Establish program to ensure compliance with all provisions of the TCPA,
Establish program to ensure compliance with e-sign act,
Establish program to ensure compliance with FCRA,
Establish program to ensure compliance with the authorization portion of the regulation,
Establish program to ensure compliance with the foreign remittance portions of Reg E,
Establish program to ensure that customers are properly notified about holds on items,
Establish record retention and record keeping requirements,
Establish recordkeeping and retention requirements for CIP,
Establish roles and responsibilities process,
"Gather compliance certification documentation (SOC 2 Report, ISO certification, etc) from your organization's critical third-party vendors and upload them to the appropriate  (<a href=""https://app.heylaika.com/vendors"" target=""blank"">Vendor Documents</a>). Review the compliance certification documentation for all critical vendors and once complete add a note that the report was reviewed and the date reviewed under the “Assessment” tab.",84ff9b7d-2735-430f-ac62-f7d2f540bdab
"Gather compliance certification documentation (SOC2 Report, ISO certification, etc) from your organization's critical third-party vendors and upload them to the appropriate (<a href=""https://app.heylaika.com/vendors"" target=""blank"">Vendor Documents</a>)",84ff9b7d-2735-430f-ac62-f7d2f540bdab
"Have the new employee acknowledge your organization's Employee Handbook. Laika can add this to your organization's <a href=""https://app.heylaika.com/training"" target=""blank"">Training</a>.",46e238ac-445b-4cae-9fe2-0f12e3b5ea5f
"Have the new employee complete required compliance training. Direct employees to Laika's <a href=""https://app.heylaika.com/training"" target=""blank"">Training</a>.",46e238ac-445b-4cae-9fe2-0f12e3b5ea5f
"Have the new new employee acknowledge your organization's Employee Handbook. Laika can add this to your organization's <a href=""https://app.heylaika.com/training"" target=""blank"">Training</a>.",46e238ac-445b-4cae-9fe2-0f12e3b5ea5f
"Hold a Privacy Committee meeting. Assign an individual to take meeting minutes <a href=""https://app.heylaika.com/organization?activeTab=teams"" target=""blank"">here</a>.",6200f19d-829d-4c44-bea8-1010e6caeb85
"Hold a Privacy Committee meeting. Assign an individual to take meeting minutes <a href=""https://app.heylaika.com/organization/teams"" target=""blank"">here</a>.",6200f19d-829d-4c44-bea8-1010e6caeb85
"Hold a Risk Committee meeting. Assign an individual to take meeting minutes <a href=""https://app.heylaika.com/organization?activeTab=teams"" target=""blank"">here</a>.",da9700f5-c3c2-4998-9878-279bca9c1751
"Hold a Risk Committee meeting. Assign an individual to take meeting minutes <a href=""https://app.heylaika.com/organization/teams"" target=""blank"">here</a>.",da9700f5-c3c2-4998-9878-279bca9c1751
"If applicable, create a Credit Report Dispute procedure. (<a href=""https://app.heylaika.com/documents"" target=""blank"">Laika template available</a>).",
"If applicable, ensure ACH Authorization is disclosed during the lending application process. (<a href=""https://app.heylaika.com/documents"" target=""blank"">Laika template available</a>).",
"If applicable, implement expiration dates/time-outs/locks on all accounts and sessions. Privileged accounts should have stricter expiration times.",4c102552-13ae-4e67-b089-797cbb4b5ee7
"If applicable, review and sign off on your organization's <a href=""https://app.heylaika.com/policies-beta"" target=""blank"">Flood Policy</a>.",
"If applicable, review and sign off on your organization's <a href=""https://app.heylaika.com/policies-beta"" target=""blank"">HMDA Policy</a>.",
"If applicable, upload a screenshot of a terminated user's access being disabled",
"If your organization hosts its own servers, establish physical controls protecting the servers from environmental damage.",b4a23e6a-9133-4b99-9450-bd5346cdddd3
"If your organization hosts its own servers, upload documentation of the controls implemented to protect them.",b4a23e6a-9133-4b99-9450-bd5346cdddd3
If your organization relies on a Third Party cloud service solution review their provided documentation for how they protect servers from environmental damage.,7f22e559-a9fc-4e4e-8c92-8fac59a7a20d
"If your organization relies on a Third-Party cloud service provider, upload documentation of how they protect their servers from environmental damage.",7f22e559-a9fc-4e4e-8c92-8fac59a7a20d
"Implement a configuration management tool to enforce baseline configurations on systems and devices. 
-Examples of configuration management tools include  (e.g., Docker, Ansible, SaltStack, Chef, Puppet, PowerShell DSC) 
-If the service is hosted in AWS, implement the AWS tools including AWS CloudFormation templates, AWS Systems Manager State Manager, AWS OpsWork and AWS Config
",f70d6312-abaa-43c3-b916-8cddd909c71b
"Implement a manual and/or automated process for data management. The process should include: 
 1) The ability to modify and delete records retroactively 
 2) Reflection of the current data set on collection 
 3) Creation, use, dissemination, retention, maintenance, and disclosure of data.",2fdb5eb5-2801-4954-961e-d04f211acf63
"Implement a manual and/or automated process for data management. The process should include: 
1) The ability to modify and delete records retroactively 
2) Reflection of the current data set on collection 
3) Creation, use, dissemination, retention, maintenance, and disclosure of data.",2fdb5eb5-2801-4954-961e-d04f211acf63
"Implement a method to document and track customer data disposal activity ensuring that the following pieces of information are captured:
 - Data Type 
 - Date of Purge
 - Date of Customer Expiration
 - Date of Customer Removal Request
 - Date that applicable data reached the end of it's retention requirements (Note: Based on Legal, Regulatory, and/or contractual obligations)
 - Steps taken to ensure removal",ccf02a4a-10d3-4a9a-b6de-8902a98f7bee
"Implement a method to document and track customer data disposal activity ensuring that the following pieces of information are captured:
- Data Type 
- Date of Purge
- Date of Customer Expiration
- Date of Customer Removal Request
- Date that applicable data reached the end of it's retention requirements (Note: Based on Legal, Regulatory, and/or contractual obligations)
- Steps taken to ensure removal",ccf02a4a-10d3-4a9a-b6de-8902a98f7bee
"Implement a process to provide individuals the ability to access their PII / PHI in your system and review, correct, or delete the information. For more information on validating and processing individuals' requests to access their PII / PHI, see the How-to Guide.",f0aee25b-20ac-4b54-8987-25979bb6f7fd
"Implement a secure system for shared credentials (i.e. password manager) and enforce usage across your organization. For tool recommendations, see How-to Guide.",4f904c7d-868d-4241-8dea-da9ba94b3ee6
Implement a secure system for shared credentials (i.e. password manager) and enforce usage across your organization. Tools recommendations see How-to Guide.,4f904c7d-868d-4241-8dea-da9ba94b3ee6
"Implement a System of Records Notices (SORN), or similar record of processing activities, to maintain a record of processing Personal Information (PI) under the organization's responsibility. ",f79b0d07-a1a5-48cc-a0e1-d0806eac1ac1
"Implement a System of Records Notices (SORN), or similar record of processing activities, to maintain a record of processing Personal Information (PI) under the organization's responsibility. See the How to Guide for further details",f79b0d07-a1a5-48cc-a0e1-d0806eac1ac1
"Implement an IDS solution such as Alert Logic, or Trend Micro Deep Security on any public-facing AWS servers. Enable event logging within the tool and configure email alert notifications and slack notifications to alert the responsible personnel when security events are detected. 
 -If the service is hosted in AWS, AWS GuardDuty can be implemented. 
 -If the service is hosted in Azure, [Azure Security Center or Azure Defender] can be implemented. 
 -If the service is hosted in Google Cloud, Security Command Center can be implemented.",68c9dcf8-9a73-446c-91c7-03fd60dc6f5d
"Implement an IDS solution such as Alert Logic, or Trend Micro Deep Security on any public-facing AWS servers. Enable event logging within the tool and configure email alert notifications and slack notifications to alert the responsible personnel when security events are detected.  
 -If the service is hosted in AWS, AWS GuardDuty can be implemented. 
 -If the service is hosted in Azure, [Azure Security Center or Azure Defender] can be implemented. 
 -If the service is hosted in Google Cloud, Security Command Center can be implemented.",68c9dcf8-9a73-446c-91c7-03fd60dc6f5d
